ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RAW_MATERIAL_COST,OPERATING_EXPENSES,PURCHASE_CATEGORY
10347,27,164,2,4428,29-11-2019,329,Shipped,Classic Cars,147,S10_4962,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Medium,3259.88,1754.13,Raw Materials
10357,43,134.44,9,5780.92,10-12-2019,319,Shipped,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3781.82,3463.12,Salaries
10370,35,65.63,4,2297.05,20-01-2020,279,Shipped,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Small,1763.05,457.94,Logistics
10391,37,46.9,7,1735.3,09-03-2020,231,Shipped,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Small,1679.54,2362.35,Marketing
10411,27,163.99,2,4427.73,01-05-2020,179,Shipped,Classic Cars,147,S10_4962,Quebec Home Shopping Network,Montreal,Canada,Fresnisre,Jean,Medium,3521.94,1356.28,Logistics
10425,38,155.13,12,5894.94,31-05-2020,150,In Process,Classic Cars,147,S10_4962,La Rochelle Gifts,Nantes,France,Labrune,Janine,Medium,3296.98,1643.66,Logistics
10108,33,159.55,6,5265.15,03-03-2018,971,Shipped,Classic Cars,194,S12_1099,Cruz & Sons Co.,Makati City,Philippines,Cruz,Arnold,Medium,3250.49,1477.24,Marketing
10122,42,180.95,10,7599.9,08-05-2018,906,Shipped,Classic Cars,194,S12_1099,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Large,3346.45,1287.88,Logistics
10135,42,190.68,7,8008.56,02-07-2018,852,Shipped,Classic Cars,194,S12_1099,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Large,2319.98,1215.08,Logistics
10147,48,192.62,7,9245.76,05-09-2018,788,Shipped,Classic Cars,194,S12_1099,Collectables For Less Inc.,Brickhaven,USA,Nelson,Allen,Large,3232.25,1664.75,Raw Materials
10169,30,167.33,2,5019.9,04-11-2018,729,Shipped,Classic Cars,194,S12_1099,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Medium,3293.07,741.41,Utilities
10181,27,200.41,14,5411.07,12-11-2018,722,Shipped,Classic Cars,194,S12_1099,Herkku Gifts,Bergen,Norway,Oeztan,Veysel,Medium,2285.65,1875.29,Raw Materials
10191,21,182.9,3,3840.9,20-11-2018,715,Shipped,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",Koln,Germany,Pfalzheim,Henriette,Medium,4865.77,1291.9,Utilities
10203,20,196.52,8,3930.4,02-12-2018,704,Shipped,Classic Cars,194,S12_1099,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3473.83,934.97,Marketing
10211,41,182.9,2,7498.9,15-01-2019,661,Shipped,Classic Cars,194,S12_1099,Auto Canal Petit,Paris,France,Perrier,Dominique,Large,1808.7,1274.99,Marketing
10225,27,167.33,9,4517.91,22-02-2019,624,Shipped,Classic Cars,194,S12_1099,"Vida Sport, Ltd",Gensve,Switzerland,Holz,Michael,Medium,3656.55,2128.57,Logistics
10238,28,206.24,3,5774.72,09-04-2019,579,Shipped,Classic Cars,194,S12_1099,Danish Wholesale Imports,Kobenhavn,Denmark,Petersen,Jytte,Medium,2025.32,1232.33,Logistics
10253,24,163.44,13,3922.56,01-06-2019,527,Cancelled,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Medium,3787.08,1679.23,Logistics
10266,44,208.19,14,9160.36,06-07-2019,493,Shipped,Classic Cars,194,S12_1099,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Large,4158.6,1134.52,Raw Materials
10276,50,192.62,3,9631,02-08-2019,467,Shipped,Classic Cars,194,S12_1099,Online Mini Collectables,Brickhaven,USA,Barajas,Miguel,Large,2179.32,1878.96,Salaries
10287,21,163.44,12,3432.24,30-08-2019,440,Shipped,Classic Cars,194,S12_1099,"Vida Sport, Ltd",Gensve,Switzerland,Holz,Michael,Medium,3963.38,1842.75,Logistics
10300,33,167.33,5,5521.89,04-10-2018,771,Shipped,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",Frankfurt,Germany,Keitel,Roland,Medium,3412.78,2424.3,Logistics
10310,33,210.14,10,6934.62,16-10-2019,395,Shipped,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",Koln,Germany,Pfalzheim,Henriette,Medium,3822.06,1412.22,Salaries
10320,31,221.81,3,6876.11,03-11-2019,378,Shipped,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",Lule,Sweden,Berglund,Christina,Medium,4896.79,1834.33,Utilities
10329,41,71.47,5,2930.27,15-11-2019,367,Shipped,Classic Cars,194,S12_1099,Land of Toys Inc.,NYC,USA,Yu,Kwai,Small,2754.61,1549.03,Marketing
10341,45,79.65,2,3584.25,24-11-2019,359,Shipped,Classic Cars,194,S12_1099,Salzburg Collectables,Salzburg,Austria,Pipps,Georg,Medium,2246.26,2147.94,Raw Materials
10363,33,85.39,3,2817.87,06-01-2020,317,Shipped,Classic Cars,194,S12_1099,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Small,2110.49,1140.58,Salaries
10375,45,76,7,3420,03-02-2020,290,Shipped,Classic Cars,194,S12_1099,La Rochelle Gifts,Nantes,France,Labrune,Janine,Medium,2184.19,1872.5,Logistics
10389,26,99.04,4,2575.04,03-03-2020,262,Shipped,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,Boras,Sweden,Larsson,Maria,Small,2922.9,1402.65,Salaries
10419,12,163.44,13,1961.28,17-05-2020,188,Shipped,Classic Cars,194,S12_1099,Salzburg Collectables,Salzburg,Austria,Pipps,Georg,Small,3341.15,1467.91,Utilities
10105,41,211.96,15,8690.36,11-02-2018,1015,Shipped,Classic Cars,207,S12_1108,Danish Wholesale Imports,Kobenhavn,Denmark,Petersen,Jytte,Large,3276.69,1545.88,Marketing
10117,33,182.86,9,6034.38,16-04-2018,952,Shipped,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Medium,3827.18,1626.12,Utilities
10127,46,245.2,2,11279.2,03-06-2018,905,Shipped,Classic Cars,207,S12_1108,Muscle Machine Inc,NYC,USA,Young,Jeff,Large,3013,1441.89,Marketing
10142,33,243.13,12,8023.29,08-08-2018,840,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Large,4453.53,1607.36,Raw Materials
10153,20,245.2,11,4904,28-09-2018,790,Shipped,Classic Cars,207,S12_1108,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,2735.34,2289.06,Salaries
10165,44,195.33,3,8594.52,22-10-2018,767,Shipped,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Large,5720.17,1992.72,Utilities
10176,33,226.5,2,7474.5,06-11-2018,753,Shipped,Classic Cars,207,S12_1108,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Large,3625.67,1934.58,Salaries
10185,21,184.94,13,3883.74,14-11-2018,746,Shipped,Classic Cars,207,S12_1108,Mini Creations Ltd.,New Bedford,USA,Tam,Wing C,Medium,2142.84,1272.23,Logistics
10196,47,189.1,5,8887.7,26-11-2018,735,Shipped,Classic Cars,207,S12_1108,Super Scale Inc.,New Haven,USA,Murphy,Leslie,Large,1929.11,1055.38,Utilities
10208,46,187.02,13,8602.92,02-01-2019,699,Shipped,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Large,3482.47,1977.65,Salaries
10220,32,224.42,2,7181.44,12-02-2019,659,Shipped,Classic Cars,207,S12_1108,"Clover Collections, Co.",Dublin,Ireland,Cassidy,Dean,Large,2776.54,1938.02,Raw Materials
10231,42,199.49,2,8378.58,19-03-2019,625,Shipped,Classic Cars,207,S12_1108,CAF Imports,Madrid,Spain,Fernandez,Jesus,Large,3714,2236.34,Logistics
10247,44,241.05,2,10606.2,05-05-2019,579,Shipped,Classic Cars,207,S12_1108,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Large,3473.24,1198.01,Utilities
10272,35,166.24,2,5818.4,20-07-2019,504,Shipped,Classic Cars,207,S12_1108,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Medium,2927.17,1385.23,Salaries
10282,41,172.47,5,7071.27,20-08-2019,474,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Large,2153.21,680.26,Salaries
10293,46,182.86,8,8411.56,09-09-2019,455,Shipped,Classic Cars,207,S12_1108,Amica Models & Co.,Torino,Italy,Accorti,Paolo,Large,1485.15,1303.76,Marketing
10306,31,211.96,13,6570.76,14-10-2019,421,Shipped,Classic Cars,207,S12_1108,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Medium,2553.49,1998.29,Logistics
10314,38,209.88,5,7975.44,22-10-2019,414,Shipped,Classic Cars,207,S12_1108,Heintze Collectables,Aaarhus,Denmark,Ibsen,Palle,Large,3856.4,1266.75,Marketing
10325,42,64,8,2688,05-11-2019,401,Shipped,Classic Cars,207,S12_1108,Baane Mini Imports,Stavern,Norway,Bergulfsen,Jonas,Small,3214.09,1820.24,Logistics
10336,33,57.22,10,1888.26,20-11-2019,387,Shipped,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",Paris,France,Bertrand,Marie,Small,1754.26,1404.75,Raw Materials
10348,48,52.36,8,2513.28,01-11-2019,407,Shipped,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",Madrid,Spain,Sommer,Mart¡n,Small,3173.18,1662.03,Marketing
10359,42,113.44,8,4764.48,15-12-2019,364,Shipped,Classic Cars,207,S12_1108,Reims Collectables,Reims,France,Henriot,Paul,Medium,3385.32,926.15,Marketing
10371,32,111.27,6,3560.64,23-01-2020,326,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,2116.14,1542.6,Raw Materials
10382,34,112.46,10,3823.64,17-02-2020,302,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3153.73,200,Salaries
10395,33,69.12,1,2280.96,17-03-2020,274,Shipped,Classic Cars,207,S12_1108,Lyon Souveniers,Paris,France,Da Cunha,Daniel,Small,3058.21,1406.55,Marketing
10413,36,241.05,2,8677.8,05-05-2020,226,Shipped,Classic Cars,207,S12_1108,Gift Depot Inc.,Bridgewater,USA,King,Julie,Large,1857.03,684.76,Salaries
10103,27,125.74,8,3394.98,29-01-2018,1054,Shipped,Trucks and Buses,136,S12_1666,Baane Mini Imports,Stavern,Norway,Bergulfsen,Jonas,Medium,3357.79,2103,Logistics
10113,21,162.64,2,3415.44,26-03-2018,999,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3560.78,1888.7,Marketing
10126,21,116.17,8,2439.57,28-05-2018,937,Shipped,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",Madrid,Spain,Sommer,Mart¡n,Small,4083.05,1733.34,Utilities
10140,38,127.1,8,4829.8,24-07-2018,881,Shipped,Trucks and Buses,136,S12_1666,Technics Stores Inc.,Burlingame,USA,Hirano,Juri,Medium,4053.8,2260.5,Logistics
10150,30,136.67,5,4100.1,19-09-2018,825,Shipped,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Medium,1622.33,1025.54,Raw Materials
10164,49,133.94,6,6563.06,21-10-2018,794,Resolved,Trucks and Buses,136,S12_1666,Mini Auto Werke,Graz,Austria,Mendel,Roland,Medium,2062.17,2373.68,Logistics
10174,43,158.54,1,6817.22,06-11-2018,779,Shipped,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",South Brisbane,Australia,Calaghan,Tony,Medium,3515.04,1966.1,Salaries
10183,41,150.34,5,6163.94,13-11-2018,773,Shipped,Trucks and Buses,136,S12_1666,"Classic Gift Ideas, Inc",Philadelphia,USA,Cervantes,Francisca,Medium,3513.79,1381.72,Logistics
10194,38,129.84,8,4933.92,25-11-2018,762,Shipped,Trucks and Buses,136,S12_1666,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Medium,3515.05,2067.81,Utilities
10206,28,144.87,3,4056.36,05-12-2018,753,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,Vancouver,Canada,Tannamuri,Yoshi,Medium,6852.73,946.85,Raw Materials
10216,43,133.94,1,5759.42,02-02-2019,695,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,Versailles,France,Tonini,Daniel,Medium,3570.89,1087.74,Raw Materials
10229,25,138.04,13,3451,11-03-2019,659,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,4135.57,1195.71,Utilities
10245,38,155.8,6,5920.4,04-05-2019,606,Shipped,Trucks and Buses,136,S12_1666,Super Scale Inc.,New Haven,USA,Murphy,Leslie,Medium,3954,1235.51,Raw Materials
10258,41,162.64,3,6668.24,15-06-2019,565,Shipped,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",Minato-ku,Japan,Shimamura,Akiko,Medium,3651.39,971.72,Salaries
10270,28,146.24,6,4094.72,19-07-2019,532,Shipped,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,Chatswood,Australia,Huxley,Adrian,Medium,2684.73,2111.54,Salaries
10281,25,117.54,13,2938.5,19-08-2019,502,Shipped,Trucks and Buses,136,S12_1666,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Small,3758.97,1370.57,Marketing
10291,41,155.8,8,6387.8,08-09-2019,483,Shipped,Trucks and Buses,136,S12_1666,Scandinavian Gift Ideas,Boras,Sweden,Larsson,Maria,Medium,2227.17,1676.25,Logistics
10304,39,164,3,6396,11-10-2019,451,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,Versailles,France,Tonini,Daniel,Medium,2763.18,1214.82,Raw Materials
10313,21,127.1,11,2669.1,22-10-2019,441,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,Vancouver,Canada,Tannamuri,Yoshi,Small,2514.64,589.7,Salaries
10322,27,177.19,9,4784.13,04-11-2019,429,Shipped,Trucks and Buses,136,S12_1666,Online Diecast Creations Co.,Nashua,USA,Young,Valarie,Medium,3081.87,1635.03,Raw Materials
10347,29,123.67,3,3586.43,29-11-2019,405,Shipped,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Medium,5314.66,543.87,Logistics
10357,49,121.64,8,5960.36,10-12-2019,395,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,1132.73,1465.68,Salaries
10370,49,172.86,8,8470.14,20-01-2020,355,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Large,3686.26,815.84,Marketing
10391,39,63.2,9,2464.8,09-03-2020,307,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Small,1387.28,2493.64,Utilities
10411,40,155.8,6,6232,01-05-2020,255,Shipped,Trucks and Buses,136,S12_1666,Quebec Home Shopping Network,Montreal,Canada,Fresnisre,Jean,Medium,2528.07,1955.68,Marketing
10424,49,162.64,3,7969.36,31-05-2020,226,In Process,Trucks and Buses,136,S12_1666,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Large,4088.95,1552.88,Utilities
10107,21,144.6,1,3036.6,24-02-2018,1054,Shipped,Motorcycles,150,S12_2823,Land of Toys Inc.,NYC,USA,Yu,Kwai,Medium,3064.28,2131.85,Raw Materials
10121,50,165.68,4,8284,07-05-2018,983,Shipped,Motorcycles,150,S12_2823,Reims Collectables,Reims,France,Henriot,Paul,Large,1922.26,1076.84,Raw Materials
10134,20,135.56,1,2711.2,01-07-2018,929,Shipped,Motorcycles,150,S12_2823,Lyon Souveniers,Paris,France,Da Cunha,Daniel,Small,2284.7,1771.74,Logistics
10145,49,170.2,5,8339.8,25-08-2018,875,Shipped,Motorcycles,150,S12_2823,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Large,3679.6,1599.91,Utilities
10169,35,132.55,13,4639.25,04-11-2018,805,Shipped,Motorcycles,150,S12_2823,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Medium,2269.63,1632.01,Logistics
10180,40,168.69,8,6747.6,11-11-2018,799,Shipped,Motorcycles,150,S12_2823,Daedalus Designs Imports,Lille,France,Rance,Martine,Medium,3216.46,2136.18,Logistics
10189,28,161.16,1,4512.48,18-11-2018,793,Shipped,Motorcycles,150,S12_2823,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Medium,3045.57,1866.25,Utilities
10211,36,132.55,13,4771.8,15-01-2019,736,Shipped,Motorcycles,150,S12_2823,Auto Canal Petit,Paris,France,Perrier,Dominique,Medium,2348.4,1644.36,Salaries
10224,43,141.58,6,6087.94,21-02-2019,700,Shipped,Motorcycles,150,S12_2823,Daedalus Designs Imports,Lille,France,Rance,Martine,Medium,5143.94,672.56,Logistics
10237,32,131.04,6,4193.28,05-04-2019,658,Shipped,Motorcycles,150,S12_2823,Vitachrome Inc.,NYC,USA,Frick,Michael,Medium,3633.92,1019.98,Raw Materials
10251,46,164.18,1,7552.28,18-05-2019,616,Shipped,Motorcycles,150,S12_2823,Tekni Collectables Inc.,Newark,USA,Brown,William,Large,974.86,1438.65,Utilities
10263,48,134.05,1,6434.4,28-06-2019,576,Shipped,Motorcycles,150,S12_2823,Gift Depot Inc.,Bridgewater,USA,King,Julie,Medium,3186.45,1546.69,Utilities
10276,43,120.5,14,5181.5,02-08-2019,542,Shipped,Motorcycles,150,S12_2823,Online Mini Collectables,Brickhaven,USA,Barajas,Miguel,Medium,2338.21,934.9,Marketing
10285,49,140.08,5,6863.92,27-08-2019,518,Shipped,Motorcycles,150,S12_2823,Marta's Replicas Co.,Cambridge,USA,Hernandez,Marta,Medium,3852.43,2705.84,Raw Materials
10299,24,173.21,8,4157.04,30-09-2019,485,Shipped,Motorcycles,150,S12_2823,"Toys of Finland, Co.",Helsinki,Finland,Karttunen,Matti,Medium,2207.48,2258.2,Marketing
10309,26,179.24,4,4660.24,15-10-2019,471,Shipped,Motorcycles,150,S12_2823,Baane Mini Imports,Stavern,Norway,Bergulfsen,Jonas,Medium,2885.26,1801.06,Raw Materials
10319,30,137.06,9,4111.8,03-11-2019,453,Shipped,Motorcycles,150,S12_2823,Microscale Inc.,NYC,USA,Kuo,Kee,Medium,3504.99,1536.02,Salaries
10329,24,147.61,6,3542.64,15-11-2019,442,Shipped,Motorcycles,150,S12_2823,Land of Toys Inc.,NYC,USA,Yu,Kwai,Medium,3865.76,1393.9,Salaries
10341,55,147.61,8,8118.55,24-11-2019,434,Shipped,Motorcycles,150,S12_2823,Salzburg Collectables,Salzburg,Austria,Pipps,Georg,Large,1799.7,1024.04,Salaries
10362,22,176.23,1,3877.06,05-01-2020,393,Shipped,Motorcycles,150,S12_2823,Technics Stores Inc.,Burlingame,USA,Hirano,Juri,Medium,2665.5,1538.74,Marketing
10375,49,78.92,13,3867.08,03-02-2020,365,Shipped,Motorcycles,150,S12_2823,La Rochelle Gifts,Nantes,France,Labrune,Janine,Medium,2525.05,1628.88,Salaries
10388,44,135.26,6,5951.44,03-03-2020,337,Shipped,Motorcycles,150,S12_2823,FunGiftIdeas.com,New Bedford,USA,Benitez,Violeta,Medium,2346.67,879.12,Marketing
10403,66,131.04,6,8648.64,08-04-2020,302,Shipped,Motorcycles,150,S12_2823,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Large,4765.45,1667.09,Raw Materials
10417,21,164.18,1,3447.78,13-05-2020,268,Disputed,Motorcycles,150,S12_2823,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3404.98,1422.37,Raw Materials
10104,34,175.25,1,5958.5,31-01-2018,1102,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,1739.12,546.1,Raw Materials
10117,43,137.48,10,5911.64,16-04-2018,1028,Shipped,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Medium,3917.86,1069.81,Salaries
10127,46,160.14,3,7366.44,03-06-2018,981,Shipped,Classic Cars,151,S12_3148,Muscle Machine Inc,NYC,USA,Young,Jeff,Large,5122.16,1293.2,Utilities
10142,33,151.08,13,4985.64,08-08-2018,916,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,4032.47,2443.84,Utilities
10153,42,128.42,12,5393.64,28-09-2018,866,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,1480.63,1778.28,Logistics
10165,34,143.53,4,4880.02,22-10-2018,843,Shipped,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Medium,2515.77,832.26,Logistics
10176,47,178.27,3,8378.69,06-11-2018,829,Shipped,Classic Cars,151,S12_3148,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Large,4266.91,1743.02,Logistics
10185,33,122.37,14,4038.21,14-11-2018,822,Shipped,Classic Cars,151,S12_3148,Mini Creations Ltd.,New Bedford,USA,Tam,Wing C,Medium,2292.33,726.35,Utilities
10196,24,158.63,6,3807.12,26-11-2018,811,Shipped,Classic Cars,151,S12_3148,Super Scale Inc.,New Haven,USA,Murphy,Leslie,Medium,3443.82,2041.35,Utilities
10208,26,120.86,14,3142.36,02-01-2019,775,Shipped,Classic Cars,151,S12_3148,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Medium,3774.63,1264.44,Marketing
10220,30,157.12,3,4713.6,12-02-2019,735,Shipped,Classic Cars,151,S12_3148,"Clover Collections, Co.",Dublin,Ireland,Cassidy,Dean,Medium,2073.07,1453.18,Logistics
10230,43,163.17,1,7016.31,15-03-2019,705,Shipped,Classic Cars,151,S12_3148,"Blauer See Auto, Co.",Frankfurt,Germany,Keitel,Roland,Large,2940.47,2162.9,Marketing
10247,25,175.25,3,4381.25,05-05-2019,655,Shipped,Classic Cars,151,S12_3148,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Medium,500,856.42,Marketing
10272,27,158.63,3,4283.01,20-07-2019,580,Shipped,Classic Cars,151,S12_3148,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Medium,1975.61,801.44,Salaries
10282,27,161.66,6,4364.82,20-08-2019,550,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,2747.43,1208.2,Utilities
10293,24,176.76,9,4242.24,09-09-2019,531,Shipped,Classic Cars,151,S12_3148,Amica Models & Co.,Torino,Italy,Accorti,Paolo,Medium,1752.22,2019.19,Salaries
10306,34,146.55,14,4982.7,14-10-2019,497,Shipped,Classic Cars,151,S12_3148,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Medium,4632.41,740.33,Salaries
10314,46,138.99,6,6393.54,22-10-2019,490,Shipped,Classic Cars,151,S12_3148,Heintze Collectables,Aaarhus,Denmark,Ibsen,Palle,Medium,1569.86,200,Raw Materials
10324,27,54.33,1,1466.91,05-11-2019,477,Shipped,Classic Cars,151,S12_3148,Vitachrome Inc.,NYC,USA,Frick,Michael,Small,2559.96,1274.42,Logistics
10336,33,123.01,11,4059.33,20-11-2019,463,Shipped,Classic Cars,151,S12_3148,"La Corne D'abondance, Co.",Paris,France,Bertrand,Marie,Medium,3130.74,1775.87,Marketing
10348,47,102.16,4,4801.52,01-11-2019,483,Shipped,Classic Cars,151,S12_3148,"Corrida Auto Replicas, Ltd",Madrid,Spain,Sommer,Mart¡n,Medium,4441.27,2100.13,Salaries
10358,49,55.34,5,2711.66,10-12-2019,445,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,1564.14,1268.42,Salaries
10372,40,146.55,4,5862,26-01-2020,399,Shipped,Classic Cars,151,S12_3148,"Tokyo Collectables, Ltd",Minato-ku,Japan,Shimamura,Akiko,Medium,4163.16,1294.29,Marketing
10382,37,110.05,11,4071.85,17-02-2020,378,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3010.23,2076.95,Marketing
10413,47,175.25,3,8236.75,05-05-2020,301,Shipped,Classic Cars,151,S12_3148,Gift Depot Inc.,Bridgewater,USA,King,Julie,Large,2018.49,565.13,Logistics
10108,45,136.23,4,6130.35,03-03-2018,1096,Shipped,Classic Cars,117,S12_3380,Cruz & Sons Co.,Makati City,Philippines,Cruz,Arnold,Medium,3462.1,1305.74,Utilities
10122,37,99.82,8,3693.34,08-05-2018,1031,Shipped,Classic Cars,117,S12_3380,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Medium,3199.06,1595.21,Marketing
10135,48,125.66,5,6031.68,02-07-2018,977,Shipped,Classic Cars,117,S12_3380,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,2399.78,1724.61,Logistics
10147,31,112.74,5,3494.94,05-09-2018,913,Shipped,Classic Cars,117,S12_3380,Collectables For Less Inc.,Brickhaven,USA,Nelson,Allen,Medium,3069.8,1245.1,Salaries
10170,47,116.27,4,5464.69,04-11-2018,854,Shipped,Classic Cars,117,S12_3380,Mini Auto Werke,Graz,Austria,Mendel,Roland,Medium,2614.69,1517.22,Marketing
10181,28,102.17,12,2860.76,12-11-2018,847,Shipped,Classic Cars,117,S12_3380,Herkku Gifts,Bergen,Norway,Oeztan,Veysel,Small,3113.52,255.84,Utilities
